tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_8;Krieger_3;0.0183103;0.268591;0.96308;0;0;0;0;0;0;0.684943;-0.0178625;0.00502727;-0.0178625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.78
hip;Subject_8;Krieger_3;0.0195131;0.472947;0.880875;0;0;0;0;0;0;0.567253;-0.0380198;-0.0201734;-0.0380198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.78
lHand;Subject_8;Krieger_3;0.156347;0.543037;0.825025;0;0;0;0;0;0;0.445532;0.36971;-0.71696;0.36971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.78
rHand;Subject_8;Krieger_3;-0.166471;0.586566;0.792608;0;0;0;0;0;0;0.631219;-0.324324;0.614708;-0.324324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.78
lFoot;Subject_8;Krieger_3;0.248135;0.955596;0.158948;0;0;0;0;0;0;-0.982879;0.00458036;-0.0441083;0.00458036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.78
rFoot;Subject_8;Krieger_3;-0.171035;0.973654;0.150818;0;0;0;0;0;0;-0.995009;-0.00492488;0.0280434;-0.00492488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.78
head;Subject_8;Krieger_3;0.0182399;0.268538;0.963096;0;0;0;0;0;0;0.684973;-0.0179002;0.0053594;-0.0179002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.79
hip;Subject_8;Krieger_3;0.0192732;0.473056;0.880822;0;0;0;0;0;0;0.56717;-0.0383388;-0.0203627;-0.0383388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.79
lHand;Subject_8;Krieger_3;0.156252;0.544375;0.824161;0;0;0;0;0;0;0.450548;0.364056;-0.718791;0.364056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.79
rHand;Subject_8;Krieger_3;-0.166704;0.586563;0.792562;0;0;0;0;0;0;0.631416;-0.324178;0.614463;-0.324178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.79
lFoot;Subject_8;Krieger_3;0.248106;0.955617;0.158867;0;0;0;0;0;0;-0.98285;0.00444923;-0.0440634;0.00444923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.79
rFoot;Subject_8;Krieger_3;-0.171086;0.973633;0.150892;0;0;0;0;0;0;-0.995016;-0.00476271;0.0279984;-0.00476271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.79
head;Subject_8;Krieger_3;0.0181488;0.268484;0.963113;0;0;0;0;0;0;0.685068;-0.0179052;0.00561007;-0.0179052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.8
hip;Subject_8;Krieger_3;0.0192039;0.47273;0.880998;0;0;0;0;0;0;0.566775;-0.0385702;-0.0205676;-0.0385702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.8
lHand;Subject_8;Krieger_3;0.157087;0.545164;0.82348;0;0;0;0;0;0;0.456729;0.358483;-0.717928;0.358483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.8
rHand;Subject_8;Krieger_3;-0.166964;0.586507;0.792548;0;0;0;0;0;0;0.631655;-0.324021;0.614292;-0.324021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.8
lFoot;Subject_8;Krieger_3;0.248155;0.955611;0.158829;0;0;0;0;0;0;-0.982837;0.004426;-0.0441097;0.004426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.8
rFoot;Subject_8;Krieger_3;-0.171306;0.973596;0.150881;0;0;0;0;0;0;-0.995025;-0.00417431;0.0278511;-0.00417431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.8
head;Subject_8;Krieger_3;0.0180535;0.268425;0.963131;0;0;0;0;0;0;0.685131;-0.0178317;0.00561769;-0.0178317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.81
hip;Subject_8;Krieger_3;0.0190409;0.472525;0.881111;0;0;0;0;0;0;0.566365;-0.0385355;-0.0205863;-0.0385355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.81
lHand;Subject_8;Krieger_3;0.158193;0.546307;0.822511;0;0;0;0;0;0;0.460577;0.353595;-0.717304;0.353595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.81
rHand;Subject_8;Krieger_3;-0.16706;0.586486;0.792543;0;0;0;0;0;0;0.631968;-0.324063;0.613948;-0.324063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.81
lFoot;Subject_8;Krieger_3;0.24814;0.955618;0.158811;0;0;0;0;0;0;-0.982819;0.00447682;-0.0441867;0.00447682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.81
rFoot;Subject_8;Krieger_3;-0.171287;0.973599;0.150882;0;0;0;0;0;0;-0.995023;-0.00405852;0.0278302;-0.00405852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.81
head;Subject_8;Krieger_3;0.0179045;0.268406;0.963139;0;0;0;0;0;0;0.685345;-0.0176155;0.00557202;-0.0176155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.82
hip;Subject_8;Krieger_3;0.0189621;0.472303;0.881233;0;0;0;0;0;0;0.566133;-0.0382562;-0.0204507;-0.0382562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.82
lHand;Subject_8;Krieger_3;0.158733;0.546042;0.822582;0;0;0;0;0;0;0.460848;0.353101;-0.715496;0.353101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.82
rHand;Subject_8;Krieger_3;-0.167301;0.586367;0.792581;0;0;0;0;0;0;0.632048;-0.324154;0.613722;-0.324154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.82
lFoot;Subject_8;Krieger_3;0.248042;0.955637;0.158851;0;0;0;0;0;0;-0.982813;0.00469558;-0.0442457;0.00469558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.82
rFoot;Subject_8;Krieger_3;-0.1713;0.9736;0.15086;0;0;0;0;0;0;-0.995032;-0.00412439;0.0277136;-0.00412439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.82
head;Subject_8;Krieger_3;0.0177353;0.268378;0.963151;0;0;0;0;0;0;0.685504;-0.017374;0.00550658;-0.017374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.84
hip;Subject_8;Krieger_3;0.0188034;0.47223;0.881275;0;0;0;0;0;0;0.566048;-0.0382879;-0.0205272;-0.0382879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.84
lHand;Subject_8;Krieger_3;0.159514;0.545309;0.822918;0;0;0;0;0;0;0.460685;0.356128;-0.710919;0.356128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.84
rHand;Subject_8;Krieger_3;-0.16753;0.586337;0.792555;0;0;0;0;0;0;0.632062;-0.324185;0.613521;-0.324185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.84
lFoot;Subject_8;Krieger_3;0.248094;0.955634;0.158787;0;0;0;0;0;0;-0.982801;0.00462149;-0.0443508;0.00462149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.84
rFoot;Subject_8;Krieger_3;-0.171351;0.973592;0.150854;0;0;0;0;0;0;-0.995034;-0.0040175;0.0276663;-0.0040175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.84
head;Subject_8;Krieger_3;0.0176378;0.268292;0.963176;0;0;0;0;0;0;0.685574;-0.0171248;0.00551196;-0.0171248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.85
hip;Subject_8;Krieger_3;0.0186599;0.472439;0.881166;0;0;0;0;0;0;0.56645;-0.0385615;-0.0207727;-0.0385615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.85
lHand;Subject_8;Krieger_3;0.160145;0.544656;0.823228;0;0;0;0;0;0;0.46032;0.358995;-0.70671;0.358995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.85
rHand;Subject_8;Krieger_3;-0.16746;0.58632;0.792582;0;0;0;0;0;0;0.631801;-0.324364;0.61339;-0.324364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.85
lFoot;Subject_8;Krieger_3;0.248187;0.955612;0.158775;0;0;0;0;0;0;-0.982776;0.00447452;-0.0445256;0.00447452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.85
rFoot;Subject_8;Krieger_3;-0.171249;0.973606;0.150882;0;0;0;0;0;0;-0.99504;-0.00410971;0.0275365;-0.00410971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.85
head;Subject_8;Krieger_3;0.017464;0.268256;0.963189;0;0;0;0;0;0;0.685563;-0.016851;0.00558819;-0.016851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1305.86
