tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_4;Krieger_2;0.0877115;0.297849;0.950575;0;0;0;0;0;0;0.702457;-0.0550355;-0.00215275;-0.0550355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.787
hip;Subject_4;Krieger_2;0.136742;0.484217;0.864196;0;0;0;0;0;0;0.54456;0.00524897;0.00126346;0.00524897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.787
lHand;Subject_4;Krieger_2;0.508651;0.351999;0.785729;0;0;0;0;0;0;0.153911;0.414351;-0.879906;0.414351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.787
rHand;Subject_4;Krieger_2;-0.173909;0.368498;0.913217;0;0;0;0;0;0;0.0763178;-0.420385;0.895517;-0.420385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.787
lFoot;Subject_4;Krieger_2;0.465513;0.875694;0.128286;0;0;0;0;0;0;-0.983868;-0.0287449;-0.0585391;-0.0287449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.787
rFoot;Subject_4;Krieger_2;0.0863395;0.988331;0.125489;0;0;0;0;0;0;-0.986221;-0.0290529;0.0356061;-0.0290529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.787
head;Subject_4;Krieger_2;0.0876204;0.297754;0.950613;0;0;0;0;0;0;0.702458;-0.0549502;-0.0020908;-0.0549502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.799
hip;Subject_4;Krieger_2;0.136562;0.484274;0.864193;0;0;0;0;0;0;0.544476;0.00538535;0.00149437;0.00538535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.799
lHand;Subject_4;Krieger_2;0.508695;0.352394;0.785524;0;0;0;0;0;0;0.153953;0.414778;-0.8797;0.414778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.799
rHand;Subject_4;Krieger_2;-0.174505;0.368635;0.913048;0;0;0;0;0;0;0.0776713;-0.420013;0.895708;-0.420013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;362.799
