tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_4;Krieger_2;0.083321;0.287631;0.95411;0;0;0;0;0;0;0.700642;-0.0485767;0.0108444;-0.0485767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.542
hip;Subject_4;Krieger_2;0.130768;0.475819;0.869768;0;0;0;0;0;0;0.540311;0.0155311;0.0231424;0.0155311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.542
lHand;Subject_4;Krieger_2;0.514759;0.327885;0.792158;0;0;0;0;0;0;0.121712;0.414979;-0.891594;0.414979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.542
rHand;Subject_4;Krieger_2;-0.187357;0.39527;0.899255;0;0;0;0;0;0;-0.0354903;-0.411881;0.910092;-0.411881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.542
lFoot;Subject_4;Krieger_2;0.499524;0.856097;0.132564;0;0;0;0;0;0;-0.985196;0.0409054;-0.0647466;0.0409054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.542
rFoot;Subject_4;Krieger_2;0.0885645;0.987809;0.128019;0;0;0;0;0;0;-0.985266;-0.0291856;0.0358621;-0.0291856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.542
head;Subject_4;Krieger_2;0.0831078;0.287739;0.954096;0;0;0;0;0;0;0.700528;-0.0487928;0.0111054;-0.0487928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.553
hip;Subject_4;Krieger_2;0.130495;0.476113;0.869648;0;0;0;0;0;0;0.540612;0.0158822;0.0236283;0.0158822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.553
lHand;Subject_4;Krieger_2;0.51451;0.329;0.791858;0;0;0;0;0;0;0.121777;0.416927;-0.890683;0.416927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.553
rHand;Subject_4;Krieger_2;-0.187597;0.395482;0.899112;0;0;0;0;0;0;-0.033808;-0.411931;0.910149;-0.411931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;400.553
