tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_2;Krieger_1;0.00361825;0.0228065;0.999733;0;0;0;0;0;0;0.672237;-0.0155327;-0.00524372;-0.0155327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.71
hip;Subject_2;Krieger_1;-0.00984859;0.104669;0.994458;0;0;0;0;0;0;0.561306;0.00897922;0.000718104;0.00897922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.71
lHand;Subject_2;Krieger_1;0.37593;0.0819966;0.923013;0;0;0;0;0;0;0.281603;0.333651;-0.850576;0.333651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.71
rHand;Subject_2;Krieger_1;-0.325168;0.141502;0.93501;0;0;0;0;0;0;0.180572;-0.396716;0.899341;-0.396716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.71
lFoot;Subject_2;Krieger_1;0.804436;0.46046;0.375313;0;0;0;0;0;0;-0.984438;-0.0588594;-0.0616057;-0.0588594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.71
rFoot;Subject_2;Krieger_1;-0.924774;0.122313;0.360324;0;0;0;0;0;0;-0.985167;0.0481408;0.0950312;0.0481408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.71
head;Subject_2;Krieger_1;0.00314295;0.0229158;0.999732;0;0;0;0;0;0;0.672284;-0.0152164;-0.00533691;-0.0152164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.72
hip;Subject_2;Krieger_1;-0.0106296;0.104328;0.994486;0;0;0;0;0;0;0.561752;0.0091372;0.00107454;0.0091372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.72
lHand;Subject_2;Krieger_1;0.374882;0.0820126;0.923438;0;0;0;0;0;0;0.28089;0.334071;-0.850824;0.334071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.72
rHand;Subject_2;Krieger_1;-0.327323;0.140487;0.934411;0;0;0;0;0;0;0.183734;-0.39595;0.899063;-0.39595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.72
lFoot;Subject_2;Krieger_1;0.804598;0.460149;0.375345;0;0;0;0;0;0;-0.984368;-0.0587261;-0.0623227;-0.0587261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.72
rFoot;Subject_2;Krieger_1;-0.924823;0.121898;0.360338;0;0;0;0;0;0;-0.985249;0.0481105;0.0943567;0.0481105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.72
head;Subject_2;Krieger_1;0.00278057;0.0229526;0.999733;0;0;0;0;0;0;0.672376;-0.0148812;-0.00548841;-0.0148812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.73
hip;Subject_2;Krieger_1;-0.0116011;0.103865;0.994524;0;0;0;0;0;0;0.561903;0.00962013;0.001699;0.00962013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.73
lHand;Subject_2;Krieger_1;0.373765;0.0820424;0.923888;0;0;0;0;0;0;0.280011;0.334139;-0.851315;0.334139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.73
rHand;Subject_2;Krieger_1;-0.327142;0.139594;0.934608;0;0;0;0;0;0;0.183565;-0.396104;0.899118;-0.396104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1952.73
