tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_1;Krieger_1;0.161818;-0.192659;0.967831;0;0;0;0;0;0;0.605783;0.0115083;-0.00913648;0.0115083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.27
hip;Subject_1;Krieger_1;0.256164;-0.298749;0.919309;0;0;0;0;0;0;0.541871;0.0091263;-0.00412749;0.0091263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.27
lHand;Subject_1;Krieger_1;0.555324;-0.472116;0.684632;0;0;0;0;0;0;-0.0256736;0.28104;-0.958562;0.28104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.27
rHand;Subject_1;Krieger_1;-0.0870183;-0.526005;0.846018;0;0;0;0;0;0;-0.0388472;-0.259183;0.962894;-0.259183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.27
lFoot;Subject_1;Krieger_1;0.827995;-0.539088;0.154296;0;0;0;0;0;0;-0.979127;-0.0821995;-0.0666225;-0.0821995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.27
rFoot;Subject_1;Krieger_1;0.396155;-0.889804;0.226519;0;0;0;0;0;0;-0.98017;0.101672;0.0447208;0.101672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.27
head;Subject_1;Krieger_1;0.161715;-0.192674;0.967845;0;0;0;0;0;0;0.605844;0.0114275;-0.00947369;0.0114275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.28
hip;Subject_1;Krieger_1;0.256045;-0.298633;0.91938;0;0;0;0;0;0;0.541692;0.00897358;-0.00416495;0.00897358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.28
lHand;Subject_1;Krieger_1;0.555356;-0.472105;0.684614;0;0;0;0;0;0;-0.0263687;0.279705;-0.95893;0.279705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.28
rHand;Subject_1;Krieger_1;-0.0871902;-0.525705;0.846187;0;0;0;0;0;0;-0.036101;-0.254924;0.963983;-0.254924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.28
lFoot;Subject_1;Krieger_1;0.828026;-0.53905;0.154268;0;0;0;0;0;0;-0.979104;-0.0824494;-0.0668043;-0.0824494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.28
rFoot;Subject_1;Krieger_1;0.396058;-0.889885;0.226368;0;0;0;0;0;0;-0.98014;0.101625;0.0447884;0.101625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.28
head;Subject_1;Krieger_1;0.161613;-0.192651;0.967867;0;0;0;0;0;0;0.605621;0.0114831;-0.00982417;0.0114831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.29
hip;Subject_1;Krieger_1;0.25589;-0.298641;0.91942;0;0;0;0;0;0;0.541538;0.00893378;-0.00430957;0.00893378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.29
lHand;Subject_1;Krieger_1;0.555363;-0.471924;0.684733;0;0;0;0;0;0;-0.0262814;0.279074;-0.959122;0.279074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.29
rHand;Subject_1;Krieger_1;-0.0873142;-0.52527;0.846444;0;0;0;0;0;0;-0.0368355;-0.251347;0.964635;-0.251347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.29
lFoot;Subject_1;Krieger_1;0.828105;-0.538906;0.154347;0;0;0;0;0;0;-0.979112;-0.0825804;-0.0668212;-0.0825804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.29
rFoot;Subject_1;Krieger_1;0.396335;-0.889757;0.226385;0;0;0;0;0;0;-0.980129;0.101445;0.0447575;0.101445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.29
head;Subject_1;Krieger_1;0.161426;-0.192646;0.967899;0;0;0;0;0;0;0.605138;0.0114497;-0.00990353;0.0114497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.3
hip;Subject_1;Krieger_1;0.255704;-0.298522;0.919511;0;0;0;0;0;0;0.541814;0.00897402;-0.00420822;0.00897402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.3
lHand;Subject_1;Krieger_1;0.55526;-0.471845;0.684871;0;0;0;0;0;0;-0.0256075;0.278927;-0.959203;0.278927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.3
rHand;Subject_1;Krieger_1;-0.0878432;-0.52507;0.846513;0;0;0;0;0;0;-0.037878;-0.250176;0.964683;-0.250176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.3
lFoot;Subject_1;Krieger_1;0.82794;-0.539132;0.15444;0;0;0;0;0;0;-0.979118;-0.082498;-0.0670181;-0.082498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.3
rFoot;Subject_1;Krieger_1;0.39548;-0.890138;0.226384;0;0;0;0;0;0;-0.980079;0.101544;0.0446118;0.101544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.3
head;Subject_1;Krieger_1;0.161292;-0.192673;0.967916;0;0;0;0;0;0;0.604639;0.0111432;-0.00978964;0.0111432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1085.32
