tag;subject;activity;finalPosX;finalPosY;finalPosZ;desPosX;desPosY;desPosZ;rawPosX;rawPosY;rawPosZ;finalRotX;finalRotY;finalRotZ;finalRotW;desRotX;desRotY;desRotZ;desRotW;rawRotX;rawRotY;rawRotZ;rawRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_1;Krieger_3;0.0872365;0.122167;0.988668;0;0;0;0;0;0;0.691251;0.0131417;-0.015512;0.0131417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.03
hip;Subject_1;Krieger_3;0.150047;0.205399;0.967108;0;0;0;0;0;0;0.507772;-0.0133686;-0.0131332;-0.0133686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.03
lHand;Subject_1;Krieger_3;0.367606;0.117449;0.922535;0;0;0;0;0;0;0.0410512;0.397101;-0.916632;0.397101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.03
rHand;Subject_1;Krieger_3;-0.0280833;0.151849;0.988005;0;0;0;0;0;0;-0.0291945;-0.308766;0.948;-0.308766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.03
lFoot;Subject_1;Krieger_3;0.685608;0.698816;0.203954;0;0;0;0;0;0;-0.984096;-0.0393811;-0.036868;-0.0393811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.03
rFoot;Subject_1;Krieger_3;0.0547747;0.958115;0.281097;0;0;0;0;0;0;-0.984693;0.0398625;0.0521088;0.0398625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.03
head;Subject_1;Krieger_3;0.0872402;0.122163;0.988668;0;0;0;0;0;0;0.691292;0.0131776;-0.0158363;0.0131776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.05
hip;Subject_1;Krieger_3;0.149824;0.205791;0.967059;0;0;0;0;0;0;0.508105;-0.0133278;-0.0131792;-0.0133278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.05
lHand;Subject_1;Krieger_3;0.367646;0.117294;0.922539;0;0;0;0;0;0;0.0414599;0.396839;-0.916727;0.396839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.05
rHand;Subject_1;Krieger_3;-0.0282384;0.151801;0.988008;0;0;0;0;0;0;-0.0296406;-0.307818;0.948205;-0.307818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.05
lFoot;Subject_1;Krieger_3;0.685579;0.698837;0.203982;0;0;0;0;0;0;-0.984108;-0.0392773;-0.0369104;-0.0392773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.05
rFoot;Subject_1;Krieger_3;0.0547166;0.95807;0.281261;0;0;0;0;0;0;-0.984719;0.0395335;0.0519895;0.0395335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.05
head;Subject_1;Krieger_3;0.0872327;0.122147;0.988671;0;0;0;0;0;0;0.69138;0.0132372;-0.016048;0.0132372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.06
hip;Subject_1;Krieger_3;0.150121;0.205583;0.967057;0;0;0;0;0;0;0.508218;-0.0131627;-0.0127597;-0.0131627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.06
lHand;Subject_1;Krieger_3;0.367663;0.117137;0.922552;0;0;0;0;0;0;0.0424322;0.396741;-0.916712;0.396741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.06
rHand;Subject_1;Krieger_3;-0.0281052;0.151528;0.988053;0;0;0;0;0;0;-0.0291976;-0.307701;0.948161;-0.307701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.06
lFoot;Subject_1;Krieger_3;0.685639;0.69876;0.204043;0;0;0;0;0;0;-0.984104;-0.0396733;-0.0368997;-0.0396733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.06
rFoot;Subject_1;Krieger_3;0.0545389;0.957987;0.281578;0;0;0;0;0;0;-0.984737;0.0389622;0.0522656;0.0389622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.06
head;Subject_1;Krieger_3;0.0872268;0.122109;0.988676;0;0;0;0;0;0;0.691502;0.0132918;-0.0162494;0.0132918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.07
hip;Subject_1;Krieger_3;0.149964;0.205587;0.967081;0;0;0;0;0;0;0.508037;-0.012919;-0.0130829;-0.012919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.07
lHand;Subject_1;Krieger_3;0.367646;0.117076;0.922567;0;0;0;0;0;0;0.0428505;0.396506;-0.916785;0.396506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.07
rHand;Subject_1;Krieger_3;-0.0282268;0.151432;0.988065;0;0;0;0;0;0;-0.028605;-0.307979;0.947989;-0.307979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.07
lFoot;Subject_1;Krieger_3;0.685519;0.698829;0.204211;0;0;0;0;0;0;-0.984117;-0.0399567;-0.0367416;-0.0399567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.07
rFoot;Subject_1;Krieger_3;0.0542487;0.957966;0.281706;0;0;0;0;0;0;-0.984743;0.0387987;0.0523938;0.0387987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.07
head;Subject_1;Krieger_3;0.0872637;0.122107;0.988673;0;0;0;0;0;0;0.691609;0.0132815;-0.0163371;0.0132815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.08
hip;Subject_1;Krieger_3;0.149797;0.205592;0.967105;0;0;0;0;0;0;0.50794;-0.0130607;-0.0136168;-0.0130607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.08
lHand;Subject_1;Krieger_3;0.36768;0.11692;0.922573;0;0;0;0;0;0;0.0427114;0.396212;-0.916917;0.396212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.08
rHand;Subject_1;Krieger_3;-0.0283512;0.151608;0.988034;0;0;0;0;0;0;-0.0278389;-0.307647;0.948133;-0.307647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.08
lFoot;Subject_1;Krieger_3;0.685508;0.698827;0.204253;0;0;0;0;0;0;-0.984123;-0.0397811;-0.0368557;-0.0397811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.08
rFoot;Subject_1;Krieger_3;0.0547824;0.957958;0.28163;0;0;0;0;0;0;-0.984775;0.0391076;0.0520213;0.0391076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.08
head;Subject_1;Krieger_3;0.0872997;0.122118;0.988669;0;0;0;0;0;0;0.691687;0.0131535;-0.0163578;0.0131535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.09
hip;Subject_1;Krieger_3;0.149723;0.205815;0.967069;0;0;0;0;0;0;0.508006;-0.0131812;-0.0135443;-0.0131812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.09
lHand;Subject_1;Krieger_3;0.367633;0.116652;0.922626;0;0;0;0;0;0;0.0422215;0.396037;-0.917021;0.396037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.09
rHand;Subject_1;Krieger_3;-0.0284653;0.152001;0.98797;0;0;0;0;0;0;-0.0274711;-0.306603;0.948473;-0.306603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.09
lFoot;Subject_1;Krieger_3;0.685465;0.698904;0.204135;0;0;0;0;0;0;-0.984118;-0.0397508;-0.0369336;-0.0397508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1439.09
