tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_7;Krieger_1;0.0460841;-0.0537754;0.997489;0;0;0;0;0;0;0.661082;-0.00887461;0.0192366;-0.00887461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.661
hip;Subject_7;Krieger_1;0.175114;0.344587;0.922277;0;0;0;0;0;0;0.596017;0.050263;0.101914;0.050263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.661
lHand;Subject_7;Krieger_1;0.407148;-0.324991;0.853587;0;0;0;0;0;0;0.552832;0.298356;-0.525009;0.298356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.661
rHand;Subject_7;Krieger_1;-0.214445;-0.380505;0.899572;0;0;0;0;0;0;-0.504037;0.246918;-0.509595;0.246918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.661
lFoot;Subject_7;Krieger_1;0.93543;-0.197904;0.292926;0;0;0;0;0;0;-0.979367;0.114836;-0.0893047;0.114836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.661
rFoot;Subject_7;Krieger_1;-0.111633;-0.55335;0.825434;0;0;0;0;0;0;-0.983673;0.0182183;0.054697;0.0182183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.661
head;Subject_7;Krieger_1;0.0463674;-0.0540157;0.997463;0;0;0;0;0;0;0.66121;-0.0093258;0.0187949;-0.0093258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.673
hip;Subject_7;Krieger_1;0.175114;0.344587;0.922277;0;0;0;0;0;0;0.596017;0.050263;0.101914;0.050263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.673
lHand;Subject_7;Krieger_1;0.406599;-0.325794;0.853543;0;0;0;0;0;0;0.553632;0.298408;-0.523796;0.298408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.673
rHand;Subject_7;Krieger_1;-0.213952;-0.381602;0.899224;0;0;0;0;0;0;-0.505265;0.245142;-0.508304;0.245142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;578.673
