tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_4;Krieger_2;0.0710625;0.264119;0.961869;0;0;0;0;0;0;0.716082;-0.0414544;0.00723318;-0.0414544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.287
hip;Subject_4;Krieger_2;0.116825;0.454978;0.882806;0;0;0;0;0;0;0.549101;0.00672994;0.0196062;0.00672994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.287
lHand;Subject_4;Krieger_2;0.505274;0.288298;0.813378;0;0;0;0;0;0;0.144556;0.426837;-0.863839;0.426837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.287
rHand;Subject_4;Krieger_2;-0.222122;0.343457;0.912523;0;0;0;0;0;0;0.0329824;-0.433935;0.899946;-0.433935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.287
lFoot;Subject_4;Krieger_2;0.452813;0.880527;0.140116;0;0;0;0;0;0;-0.984588;-0.00929874;-0.0551572;-0.00929874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.287
rFoot;Subject_4;Krieger_2;0.082076;0.988198;0.129336;0;0;0;0;0;0;-0.984438;-0.0302642;0.0220134;-0.0302642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.287
head;Subject_4;Krieger_2;0.0710595;0.264179;0.961852;0;0;0;0;0;0;0.715988;-0.0415477;0.00730344;-0.0415477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.299
hip;Subject_4;Krieger_2;0.116899;0.455219;0.882672;0;0;0;0;0;0;0.549535;0.00666611;0.0193643;0.00666611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.299
lHand;Subject_4;Krieger_2;0.505347;0.288936;0.813106;0;0;0;0;0;0;0.144944;0.428175;-0.863176;0.428175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.299
rHand;Subject_4;Krieger_2;-0.221871;0.343349;0.912625;0;0;0;0;0;0;0.0348087;-0.433568;0.900057;-0.433568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.299
lFoot;Subject_4;Krieger_2;0.452875;0.880521;0.139954;0;0;0;0;0;0;-0.984618;-0.00913128;-0.0551076;-0.00913128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.299
rFoot;Subject_4;Krieger_2;0.0820516;0.988208;0.129275;0;0;0;0;0;0;-0.984451;-0.0303009;0.0220973;-0.0303009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.299
head;Subject_4;Krieger_2;0.0710459;0.264273;0.961828;0;0;0;0;0;0;0.715843;-0.0417064;0.00739722;-0.0417064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.311
hip;Subject_4;Krieger_2;0.116967;0.455387;0.882576;0;0;0;0;0;0;0.550211;0.00648774;0.0190975;0.00648774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;409.311
