tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_7;Krieger_2;0.12546;-0.086267;0.988341;0;0;0;0;0;0;0.66514;-0.0173302;0.0153845;-0.0173302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.48
hip;Subject_7;Krieger_2;0.222644;-0.105106;0.969217;0;0;0;0;0;0;0.555189;-0.0112975;-0.0298351;-0.0112975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.48
lHand;Subject_7;Krieger_2;0.457675;-0.217741;0.862045;0;0;0;0;0;0;0.626695;0.275824;-0.383124;0.275824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.48
rHand;Subject_7;Krieger_2;-0.0500424;-0.111478;0.992506;0;0;0;0;0;0;-0.372699;0.475835;-0.650577;0.475835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.48
lFoot;Subject_7;Krieger_2;0.941082;-0.243337;0.234843;0;0;0;0;0;0;-0.979836;0.102944;-0.0477329;0.102944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.48
rFoot;Subject_7;Krieger_2;0.751668;-0.427324;0.502384;0;0;0;0;0;0;-0.980563;0.0809141;0.0298888;0.0809141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.48
head;Subject_7;Krieger_2;0.12545;-0.0862746;0.988342;0;0;0;0;0;0;0.664924;-0.01783;0.0151174;-0.01783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.491
hip;Subject_7;Krieger_2;0.222506;-0.105361;0.969221;0;0;0;0;0;0;0.554533;-0.0113056;-0.0299468;-0.0113056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.491
lHand;Subject_7;Krieger_2;0.457624;-0.217785;0.862061;0;0;0;0;0;0;0.627475;0.275101;-0.383671;0.275101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.491
rHand;Subject_7;Krieger_2;-0.0509109;-0.111704;0.992436;0;0;0;0;0;0;-0.377533;0.473887;-0.647775;0.473887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.491
lFoot;Subject_7;Krieger_2;0.941044;-0.243395;0.234936;0;0;0;0;0;0;-0.979876;0.102553;-0.0477746;0.102553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.491
rFoot;Subject_7;Krieger_2;0.751855;-0.427211;0.5022;0;0;0;0;0;0;-0.980686;0.0807032;0.0293476;0.0807032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.491
head;Subject_7;Krieger_2;0.125415;-0.0862683;0.988346;0;0;0;0;0;0;0.664634;-0.0183597;0.0147411;-0.0183597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.502
hip;Subject_7;Krieger_2;0.22242;-0.105566;0.969219;0;0;0;0;0;0;0.554087;-0.0115904;-0.0302531;-0.0115904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.502
lHand;Subject_7;Krieger_2;0.457433;-0.217959;0.862119;0;0;0;0;0;0;0.628258;0.274133;-0.383463;0.274133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.502
rHand;Subject_7;Krieger_2;-0.0514726;-0.112;0.992374;0;0;0;0;0;0;-0.381127;0.472446;-0.645835;0.472446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.502
lFoot;Subject_7;Krieger_2;0.941076;-0.24329;0.234917;0;0;0;0;0;0;-0.979851;0.102395;-0.0481226;0.102395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.502
rFoot;Subject_7;Krieger_2;0.751812;-0.427535;0.501989;0;0;0;0;0;0;-0.980675;0.0812135;0.0286959;0.0812135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.502
head;Subject_7;Krieger_2;0.125399;-0.0862769;0.988348;0;0;0;0;0;0;0.664439;-0.0187499;0.0142763;-0.0187499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.513
hip;Subject_7;Krieger_2;0.22237;-0.105436;0.969245;0;0;0;0;0;0;0.554395;-0.0118977;-0.0306071;-0.0118977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.513
lHand;Subject_7;Krieger_2;0.45725;-0.218272;0.862137;0;0;0;0;0;0;0.628994;0.272815;-0.382643;0.272815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.513
rHand;Subject_7;Krieger_2;-0.0515438;-0.112311;0.992335;0;0;0;0;0;0;-0.384569;0.47136;-0.644203;0.47136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.513
lFoot;Subject_7;Krieger_2;0.941137;-0.243113;0.234858;0;0;0;0;0;0;-0.979871;0.101859;-0.0486414;0.101859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.513
rFoot;Subject_7;Krieger_2;0.751923;-0.427347;0.501981;0;0;0;0;0;0;-0.980671;0.0813514;0.0287502;0.0813514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.513
head;Subject_7;Krieger_2;0.125412;-0.0863073;0.988343;0;0;0;0;0;0;0.664268;-0.0191536;0.0139091;-0.0191536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.524
hip;Subject_7;Krieger_2;0.222298;-0.105207;0.969286;0;0;0;0;0;0;0.55481;-0.011885;-0.0307557;-0.011885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.524
lHand;Subject_7;Krieger_2;0.457156;-0.218476;0.862135;0;0;0;0;0;0;0.629685;0.271593;-0.382032;0.271593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.524
rHand;Subject_7;Krieger_2;-0.0518806;-0.112403;0.992307;0;0;0;0;0;0;-0.38842;0.469592;-0.643181;0.469592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.524
lFoot;Subject_7;Krieger_2;0.941148;-0.243187;0.234735;0;0;0;0;0;0;-0.979896;0.101609;-0.0488789;0.101609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.524
rFoot;Subject_7;Krieger_2;0.752013;-0.42747;0.501743;0;0;0;0;0;0;-0.980665;0.0814525;0.0288043;0.0814525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.524
head;Subject_7;Krieger_2;0.125461;-0.0863328;0.988335;0;0;0;0;0;0;0.664159;-0.0195612;0.0134754;-0.0195612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.537
hip;Subject_7;Krieger_2;0.222207;-0.104845;0.969346;0;0;0;0;0;0;0.555331;-0.0117225;-0.0308493;-0.0117225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.537
lHand;Subject_7;Krieger_2;0.456926;-0.218853;0.862161;0;0;0;0;0;0;0.63004;0.27021;-0.380796;0.27021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.537
rHand;Subject_7;Krieger_2;-0.0523926;-0.112594;0.992259;0;0;0;0;0;0;-0.390983;0.467988;-0.642599;0.467988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.537
lFoot;Subject_7;Krieger_2;0.941171;-0.243265;0.234564;0;0;0;0;0;0;-0.979896;0.101974;-0.0485332;0.101974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.537
rFoot;Subject_7;Krieger_2;0.751932;-0.428001;0.501412;0;0;0;0;0;0;-0.980651;0.0814406;0.0289186;0.0814406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.537
head;Subject_7;Krieger_2;0.125468;-0.0863136;0.988336;0;0;0;0;0;0;0.664042;-0.020003;0.0131377;-0.020003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;993.547
