tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_1;Krieger_2;0.0768881;0.0896025;0.993005;0;0;0;0;0;0;0.638179;0.107069;0.0565175;0.107069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.89
hip;Subject_1;Krieger_2;0.126989;0.186913;0.974134;0;0;0;0;0;0;0.592227;0.00731331;0.0167378;0.00731331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.89
lForeArm;Subject_1;Krieger_2;0.415402;0.0733797;0.906673;0;0;0;0;0;0;0.0227579;0.309983;-0.949861;0.309983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.89
rForeArm;Subject_1;Krieger_2;-0.115135;0.0184339;0.993179;0;0;0;0;0;0;-0.0415341;-0.161264;0.986;-0.161264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.89
lFoot;Subject_1;Krieger_2;0.842383;0.498136;0.205553;0;0;0;0;0;0;-0.980638;-0.0856529;-0.0764911;-0.0856529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.89
rFoot;Subject_1;Krieger_2;-0.0597571;0.930177;0.362216;0;0;0;0;0;0;-0.981378;0.109422;0.0374125;0.109422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.89
head;Subject_1;Krieger_2;0.0768428;0.0896115;0.993008;0;0;0;0;0;0;0.638045;0.107126;0.0563658;0.107126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.9
hip;Subject_1;Krieger_2;0.126999;0.186967;0.974122;0;0;0;0;0;0;0.5922;0.00724631;0.0167582;0.00724631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.9
lForeArm;Subject_1;Krieger_2;0.415469;0.0731976;0.906657;0;0;0;0;0;0;0.0227872;0.310182;-0.949798;0.310182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.9
rForeArm;Subject_1;Krieger_2;-0.115016;0.018445;0.993192;0;0;0;0;0;0;-0.0413852;-0.159862;0.986234;-0.159862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.9
lFoot;Subject_1;Krieger_2;0.842383;0.498148;0.205521;0;0;0;0;0;0;-0.980626;-0.085646;-0.0765346;-0.085646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1213.9
