tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_9;Krieger_1;-0.0177658;0.0302377;0.999385;0;0;0;0;0;0;0.681076;-0.00872248;0.0349186;-0.00872248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.21
hip;Subject_9;Krieger_1;-0.01471;0.0819655;0.996527;0;0;0;0;0;0;0.538113;0.00247613;0.0197298;0.00247613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.21
lForeArm;Subject_9;Krieger_1;0.446035;-0.211402;0.869691;0;0;0;0;0;0;0.488316;0.308717;-0.693838;0.308717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.21
rForeArm;Subject_9;Krieger_1;-0.354527;-0.30507;0.88388;0;0;0;0;0;0;0.660327;-0.346199;0.475274;-0.346199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.21
lFoot;Subject_9;Krieger_1;0.868835;0.185287;0.459124;0;0;0;0;0;0;-0.985638;-0.0575188;-0.0665643;-0.0575188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.21
rFoot;Subject_9;Krieger_1;-0.870494;0.134372;0.473481;0;0;0;0;0;0;-0.987217;0.0591617;0.0437444;0.0591617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.21
head;Subject_9;Krieger_1;-0.0178092;0.0302011;0.999385;0;0;0;0;0;0;0.681072;-0.00842594;0.0348011;-0.00842594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.22
hip;Subject_9;Krieger_1;-0.0147384;0.0820611;0.996518;0;0;0;0;0;0;0.538235;0.0024298;0.0196828;0.0024298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.22
lForeArm;Subject_9;Krieger_1;0.446004;-0.211349;0.86972;0;0;0;0;0;0;0.488151;0.308833;-0.693955;0.308833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.22
rForeArm;Subject_9;Krieger_1;-0.352111;-0.306222;0.884446;0;0;0;0;0;0;0.664705;-0.342645;0.468761;-0.342645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.22
lFoot;Subject_9;Krieger_1;0.868807;0.18518;0.45922;0;0;0;0;0;0;-0.985636;-0.0575303;-0.0666004;-0.0575303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.22
rFoot;Subject_9;Krieger_1;-0.87011;0.135808;0.473777;0;0;0;0;0;0;-0.987227;0.0590511;0.0437274;0.0590511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.22
head;Subject_9;Krieger_1;-0.0178385;0.0301634;0.999386;0;0;0;0;0;0;0.681074;-0.00810968;0.0346622;-0.00810968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.23
hip;Subject_9;Krieger_1;-0.0147459;0.0819856;0.996524;0;0;0;0;0;0;0.538318;0.0025481;0.0197279;0.0025481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.23
lForeArm;Subject_9;Krieger_1;0.445959;-0.211313;0.869751;0;0;0;0;0;0;0.487695;0.309159;-0.694249;0.309159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.23
rForeArm;Subject_9;Krieger_1;-0.349928;-0.308167;0.884637;0;0;0;0;0;0;0.66802;-0.338101;0.462683;-0.338101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.23
lFoot;Subject_9;Krieger_1;0.868845;0.184961;0.459236;0;0;0;0;0;0;-0.985646;-0.0574233;-0.0666299;-0.0574233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.23
rFoot;Subject_9;Krieger_1;-0.870199;0.135976;0.473565;0;0;0;0;0;0;-0.987238;0.0589286;0.0438137;0.0589286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3162.23
