tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_9;Krieger_2;-0.0542502;-0.0158865;0.998401;0;0;0;0;0;0;0.685212;0.0109312;0.0449505;0.0109312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.03
hip;Subject_9;Krieger_2;-0.0754658;0.00414518;0.99714;0;0;0;0;0;0;0.555011;0.0162115;0.0346086;0.0162115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.03
lHand;Subject_9;Krieger_2;0.392772;-0.243749;0.886745;0;0;0;0;0;0;0.463497;0.284742;-0.707695;0.284742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.03
rHand;Subject_9;Krieger_2;-0.353468;-0.397523;0.846779;0;0;0;0;0;0;0.694231;-0.229428;0.444874;-0.229428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.03
lFoot;Subject_9;Krieger_2;0.711904;-0.00425969;0.702264;0;0;0;0;0;0;-0.981871;-0.0720324;-0.0609351;-0.0720324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.03
rFoot;Subject_9;Krieger_2;-0.839168;-0.479014;0.257571;0;0;0;0;0;0;-0.981599;0.104224;0.0564317;0.104224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.03
head;Subject_9;Krieger_2;-0.05421;-0.0158717;0.998403;0;0;0;0;0;0;0.685233;0.0111346;0.0450613;0.0111346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.04
hip;Subject_9;Krieger_2;-0.0753402;0.00410497;0.997149;0;0;0;0;0;0;0.554818;0.0162098;0.0345856;0.0162098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.04
lHand;Subject_9;Krieger_2;0.393146;-0.243811;0.886562;0;0;0;0;0;0;0.463358;0.28482;-0.707867;0.28482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.04
rHand;Subject_9;Krieger_2;-0.352382;-0.397415;0.847283;0;0;0;0;0;0;0.699072;-0.223229;0.44414;-0.223229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.04
lFoot;Subject_9;Krieger_2;0.712604;-0.00492207;0.701549;0;0;0;0;0;0;-0.981884;-0.071964;-0.060941;-0.071964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.04
rFoot;Subject_9;Krieger_2;-0.839352;-0.478477;0.257969;0;0;0;0;0;0;-0.981599;0.104102;0.056551;0.104102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3278.04
