tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_1;Krieger_3;0.0742794;0.119518;0.990049;0;0;0;0;0;0;0.67769;-0.00243312;-0.00393924;-0.00243312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.6
hip;Subject_1;Krieger_3;0.131502;0.19;0.972937;0;0;0;0;0;0;0.522023;-0.0116254;0.00128654;-0.0116254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.6
lForeArm;Subject_1;Krieger_3;0.383392;0.10287;0.917839;0;0;0;0;0;0;0.00640453;0.391073;-0.919526;0.391073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.6
rForeArm;Subject_1;Krieger_3;-0.095758;0.0863803;0.99165;0;0;0;0;0;0;-0.0457508;-0.281854;0.956736;-0.281854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.6
lFoot;Subject_1;Krieger_3;0.70861;0.676567;0.200324;0;0;0;0;0;0;-0.983139;-0.0453775;-0.05144;-0.0453775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.6
rFoot;Subject_1;Krieger_3;-0.0871804;0.946043;0.312094;0;0;0;0;0;0;-0.984825;0.0385598;0.0568102;0.0385598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.6
head;Subject_1;Krieger_3;0.0743355;0.119377;0.990062;0;0;0;0;0;0;0.677693;-0.00223225;-0.00390124;-0.00223225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.61
hip;Subject_1;Krieger_3;0.131496;0.189934;0.972951;0;0;0;0;0;0;0.522125;-0.0114193;0.00154442;-0.0114193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.61
lForeArm;Subject_1;Krieger_3;0.383509;0.102764;0.917802;0;0;0;0;0;0;0.00580727;0.390959;-0.919547;0.390959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.61
rForeArm;Subject_1;Krieger_3;-0.0956499;0.0860492;0.991689;0;0;0;0;0;0;-0.0459659;-0.280994;0.956936;-0.280994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.61
lFoot;Subject_1;Krieger_3;0.708558;0.676576;0.200476;0;0;0;0;0;0;-0.983141;-0.0452825;-0.0514338;-0.0452825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.61
rFoot;Subject_1;Krieger_3;-0.0873061;0.946102;0.311881;0;0;0;0;0;0;-0.984769;0.0386888;0.0568022;0.0386888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.61
head;Subject_1;Krieger_3;0.0743397;0.119231;0.99008;0;0;0;0;0;0;0.677625;-0.00197294;-0.00383689;-0.00197294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.62
hip;Subject_1;Krieger_3;0.131761;0.189637;0.972973;0;0;0;0;0;0;0.522142;-0.011368;0.00166329;-0.011368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.62
lForeArm;Subject_1;Krieger_3;0.383388;0.102375;0.917896;0;0;0;0;0;0;0.00517535;0.390868;-0.919552;0.390868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.62
rForeArm;Subject_1;Krieger_3;-0.0956412;0.0854018;0.991746;0;0;0;0;0;0;-0.0456153;-0.280828;0.956981;-0.280828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.62
lFoot;Subject_1;Krieger_3;0.708431;0.67671;0.200473;0;0;0;0;0;0;-0.983127;-0.045222;-0.0514462;-0.045222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.62
rFoot;Subject_1;Krieger_3;-0.0873299;0.946047;0.31204;0;0;0;0;0;0;-0.984773;0.0384649;0.0566408;0.0384649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1428.62
