tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_1;Krieger_1;0.0625158;0.167239;0.983932;0;0;0;0;0;0;0.674771;-0.0140971;0.0171987;-0.0140971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.029
hip;Subject_1;Krieger_1;0.114635;0.301746;0.946471;0;0;0;0;0;0;0.563246;0.0102093;0.00961297;0.0102093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.029
lHand;Subject_1;Krieger_1;0.5625;0.174575;0.808157;0;0;0;0;0;0;0.137046;0.268806;-0.952343;0.268806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.029
rHand;Subject_1;Krieger_1;-0.267456;0.215127;0.939248;0;0;0;0;0;0;0.0273213;-0.224169;0.97222;-0.224169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.029
lFoot;Subject_1;Krieger_1;0.598119;0.778458;0.190416;0;0;0;0;0;0;-0.987056;-0.0553487;-0.0272067;-0.0553487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.029
rFoot;Subject_1;Krieger_1;-0.0446901;0.966844;0.251425;0;0;0;0;0;0;-0.983624;0.0809284;0.0382734;0.0809284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.029
head;Subject_1;Krieger_1;0.0625209;0.167257;0.983929;0;0;0;0;0;0;0.674605;-0.014186;0.0172315;-0.014186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.04
hip;Subject_1;Krieger_1;0.114604;0.301737;0.946478;0;0;0;0;0;0;0.563157;0.0102421;0.00968455;0.0102421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.04
lHand;Subject_1;Krieger_1;0.562537;0.174577;0.808131;0;0;0;0;0;0;0.13747;0.269291;-0.952124;0.269291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.04
rHand;Subject_1;Krieger_1;-0.267467;0.214956;0.939285;0;0;0;0;0;0;0.0297783;-0.222523;0.972556;-0.222523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.04
lFoot;Subject_1;Krieger_1;0.598079;0.778491;0.190404;0;0;0;0;0;0;-0.987063;-0.0553784;-0.0271209;-0.0553784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.04
rFoot;Subject_1;Krieger_1;-0.0449065;0.966887;0.251222;0;0;0;0;0;0;-0.98361;0.080811;0.0382512;0.080811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.04
head;Subject_1;Krieger_1;0.0624343;0.16736;0.983917;0;0;0;0;0;0;0.674343;-0.0141654;0.0175131;-0.0141654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.052
hip;Subject_1;Krieger_1;0.114321;0.302103;0.946396;0;0;0;0;0;0;0.563178;0.0103156;0.00987852;0.0103156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.052
lHand;Subject_1;Krieger_1;0.562536;0.174817;0.80808;0;0;0;0;0;0;0.137953;0.269704;-0.951934;0.269704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.052
rHand;Subject_1;Krieger_1;-0.267127;0.214662;0.939448;0;0;0;0;0;0;0.0301295;-0.217637;0.973559;-0.217637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.052
lFoot;Subject_1;Krieger_1;0.598055;0.778509;0.190405;0;0;0;0;0;0;-0.987064;-0.055486;-0.0270142;-0.055486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.052
rFoot;Subject_1;Krieger_1;-0.0451079;0.966892;0.251167;0;0;0;0;0;0;-0.983596;0.0806732;0.0383272;0.0806732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;934.052
