tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_1;Krieger_1;0.0880012;0.0720927;0.993508;0;0;0;0;0;0;0.663491;-0.00992238;0.0331049;-0.00992238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.485
hip;Subject_1;Krieger_1;0.155109;0.16425;0.974147;0;0;0;0;0;0;0.531559;0.020284;0.034309;0.020284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.485
lForeArm;Subject_1;Krieger_1;0.56968;0.0430093;0.82074;0;0;0;0;0;0;0.0859291;0.386765;-0.917263;0.386765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.485
rForeArm;Subject_1;Krieger_1;-0.180252;0.0407958;0.982774;0;0;0;0;0;0;0.00600754;-0.350318;0.935804;-0.350318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.485
lFoot;Subject_1;Krieger_1;0.834914;0.502099;0.225423;0;0;0;0;0;0;-0.98547;-0.0735656;-0.0287225;-0.0735656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.485
rFoot;Subject_1;Krieger_1;0.180427;0.874622;0.44998;0;0;0;0;0;0;-0.98722;0.0401345;0.0402552;0.0401345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.485
head;Subject_1;Krieger_1;0.0879165;0.0719392;0.993527;0;0;0;0;0;0;0.663715;-0.00953625;0.033033;-0.00953625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.496
hip;Subject_1;Krieger_1;0.155012;0.164258;0.974161;0;0;0;0;0;0;0.531709;0.0203001;0.0346284;0.0203001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.496
lForeArm;Subject_1;Krieger_1;0.569525;0.0429792;0.82085;0;0;0;0;0;0;0.0847396;0.38605;-0.917703;0.38605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.496
rForeArm;Subject_1;Krieger_1;-0.180583;0.0407207;0.982717;0;0;0;0;0;0;0.00672066;-0.348691;0.936326;-0.348691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;959.496
