tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_8;Krieger_1;0.00542977;0.0130328;0.9999;0;0;0;0;0;0;0.644292;-0.0147448;-0.0308836;-0.0147448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.105
hip;Subject_8;Krieger_1;-0.030688;0.0304103;0.999066;0;0;0;0;0;0;0.51562;0.0273023;-0.0232936;0.0273023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.105
lForeArm;Subject_8;Krieger_1;0.384262;0.0543095;0.921625;0;0;0;0;0;0;0.409034;0.415242;-0.720391;0.415242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.105
rForeArm;Subject_8;Krieger_1;-0.327772;-0.0524117;0.943302;0;0;0;0;0;0;0.538046;-0.356547;0.660299;-0.356547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.105
lFoot;Subject_8;Krieger_1;0.772832;0.419934;0.4758;0;0;0;0;0;0;-0.984937;-0.00179972;-0.0588271;-0.00179972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.105
rFoot;Subject_8;Krieger_1;-0.917348;0.0737534;0.391194;0;0;0;0;0;0;-0.983644;0.0231251;0.0788921;0.0231251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.105
head;Subject_8;Krieger_1;0.00554;0.0128641;0.999902;0;0;0;0;0;0;0.644309;-0.0149759;-0.0312279;-0.0149759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.116
hip;Subject_8;Krieger_1;-0.030266;0.029319;0.999112;0;0;0;0;0;0;0.515476;0.0272904;-0.02329;0.0272904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.116
lForeArm;Subject_8;Krieger_1;0.374431;0.0603749;0.925287;0;0;0;0;0;0;0.423514;0.427894;-0.718711;0.427894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.116
rForeArm;Subject_8;Krieger_1;-0.327749;-0.0523564;0.943313;0;0;0;0;0;0;0.537893;-0.356768;0.66038;-0.356768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.116
lFoot;Subject_8;Krieger_1;0.772635;0.420243;0.475848;0;0;0;0;0;0;-0.984885;-0.00171801;-0.0587823;-0.00171801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;640.116
