tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_7;Krieger_1;0.0353341;-0.00317713;0.999371;0;0;0;0;0;0;0.683487;0.0021943;0.00569002;0.0021943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.562
hip;Subject_7;Krieger_1;0.058135;0.00530475;0.998295;0;0;0;0;0;0;0.559381;0.0231625;0.0184744;0.0231625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.562
lForeArm;Subject_7;Krieger_1;0.372192;-0.303021;0.877298;0;0;0;0;0;0;0.609443;0.254072;-0.457414;0.254072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.562
rForeArm;Subject_7;Krieger_1;-0.251156;-0.311886;0.916323;0;0;0;0;0;0;-0.503562;0.27312;-0.418961;0.27312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.562
lFoot;Subject_7;Krieger_1;0.937261;-0.156077;0.31174;0;0;0;0;0;0;-0.986263;0.0961053;-0.049093;0.0961053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.562
rFoot;Subject_7;Krieger_1;-0.609502;-0.471896;0.637041;0;0;0;0;0;0;-0.98657;-0.033808;0.0600142;-0.033808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.562
head;Subject_7;Krieger_1;0.0352964;-0.00341723;0.999371;0;0;0;0;0;0;0.683599;0.00271579;0.00551107;0.00271579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.573
hip;Subject_7;Krieger_1;0.0583063;0.00531353;0.998285;0;0;0;0;0;0;0.559699;0.0228526;0.018032;0.0228526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.573
lForeArm;Subject_7;Krieger_1;0.3727;-0.302538;0.877249;0;0;0;0;0;0;0.609657;0.252821;-0.460141;0.252821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.573
rForeArm;Subject_7;Krieger_1;-0.250452;-0.312247;0.916393;0;0;0;0;0;0;-0.506055;0.271832;-0.419153;0.271832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.573
lFoot;Subject_7;Krieger_1;0.937233;-0.155956;0.311883;0;0;0;0;0;0;-0.986132;0.0967036;-0.0498524;0.0967036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.573
rFoot;Subject_7;Krieger_1;-0.608797;-0.472281;0.63743;0;0;0;0;0;0;-0.986575;-0.0337699;0.059765;-0.0337699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.573
head;Subject_7;Krieger_1;0.0352742;-0.00366238;0.999371;0;0;0;0;0;0;0.683587;0.00325255;0.0051818;0.00325255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.583
hip;Subject_7;Krieger_1;0.0586288;0.00478797;0.998268;0;0;0;0;0;0;0.560308;0.022413;0.0175882;0.022413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;538.583
