tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_11;Krieger_1;0.00115835;-0.0167317;0.999859;0;0;0;0;0;0;0.677102;-0.0267501;-0.00677832;-0.0267501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.056
hip;Subject_11;Krieger_1;0.0110289;-0.00543873;0.999924;0;0;0;0;0;0;0.509527;-0.00845492;-0.0160086;-0.00845492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.056
lForeArm;Subject_11;Krieger_1;0.372045;-0.0672283;0.925777;0;0;0;0;0;0;0.222878;0.599603;-0.765416;0.599603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.056
rForeArm;Subject_11;Krieger_1;-0.413237;-0.0932321;0.905838;0;0;0;0;0;0;0.351005;-0.577313;0.723069;-0.577313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.056
lFoot;Subject_11;Krieger_1;0.643955;0.31919;0.695298;0;0;0;0;0;0;-0.872951;0.0318185;-0.0732275;0.0318185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.056
rFoot;Subject_11;Krieger_1;-0.85101;0.216055;0.478647;0;0;0;0;0;0;-0.982039;0.042316;0.0619329;0.042316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.056
head;Subject_11;Krieger_1;0.00123683;-0.0167579;0.999859;0;0;0;0;0;0;0.677255;-0.0268601;-0.00684248;-0.0268601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.068
hip;Subject_11;Krieger_1;0.0112071;-0.00581263;0.99992;0;0;0;0;0;0;0.508846;-0.0086375;-0.0163592;-0.0086375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.068
lForeArm;Subject_11;Krieger_1;0.372177;-0.0677381;0.925687;0;0;0;0;0;0;0.223468;0.599323;-0.765408;0.599323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.068
rForeArm;Subject_11;Krieger_1;-0.413316;-0.0930551;0.90582;0;0;0;0;0;0;0.351147;-0.577317;0.723053;-0.577317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;958.068
