tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_3;Krieger_1;0.0598987;-0.00364621;0.998198;0;0;0;0;0;0;0.647591;-0.0166227;0.0527169;-0.0166227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.94
hip;Subject_3;Krieger_1;0.150621;0.0412447;0.987731;0;0;0;0;0;0;0.563966;-0.00621287;0.0415921;-0.00621287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.94
lForeArm;Subject_3;Krieger_1;0.53296;-0.270539;0.801724;0;0;0;0;0;0;0.317488;0.25483;-0.852706;0.25483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.94
rForeArm;Subject_3;Krieger_1;-0.182897;-0.325235;0.927777;0;0;0;0;0;0;-0.0526603;0.00512482;-0.96495;0.00512482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.94
lFoot;Subject_3;Krieger_1;0.922799;0.190254;0.335031;0;0;0;0;0;0;-0.951176;-0.054804;-0.0527877;-0.054804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.94
rFoot;Subject_3;Krieger_1;0.663575;0.137207;0.73542;0;0;0;0;0;0;-0.987618;0.063347;0.0361438;0.063347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.94
head;Subject_3;Krieger_1;0.0602164;-0.00353737;0.998179;0;0;0;0;0;0;0.647684;-0.0162542;0.0525467;-0.0162542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.95
hip;Subject_3;Krieger_1;0.150707;0.0413109;0.987715;0;0;0;0;0;0;0.563835;-0.00601148;0.0415579;-0.00601148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.95
lForeArm;Subject_3;Krieger_1;0.532916;-0.270877;0.801639;0;0;0;0;0;0;0.318957;0.254091;-0.85239;0.254091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.95
rForeArm;Subject_3;Krieger_1;-0.182623;-0.325187;0.927848;0;0;0;0;0;0;-0.0529773;0.00506821;-0.964865;0.00506821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.95
lFoot;Subject_3;Krieger_1;0.922803;0.190295;0.334995;0;0;0;0;0;0;-0.951188;-0.0548889;-0.0526031;-0.0548889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.95
rFoot;Subject_3;Krieger_1;0.664229;0.137401;0.734793;0;0;0;0;0;0;-0.987606;0.0634352;0.036056;0.0634352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.95
head;Subject_3;Krieger_1;0.0604527;-0.0033834;0.998165;0;0;0;0;0;0;0.647818;-0.0159519;0.0523864;-0.0159519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.97
hip;Subject_3;Krieger_1;0.150818;0.0415313;0.987689;0;0;0;0;0;0;0.563534;-0.00569659;0.0416455;-0.00569659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.97
lForeArm;Subject_3;Krieger_1;0.532939;-0.271066;0.801561;0;0;0;0;0;0;0.319944;0.253193;-0.852328;0.253193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.97
rForeArm;Subject_3;Krieger_1;-0.182607;-0.325272;0.927822;0;0;0;0;0;0;-0.0529575;0.00475374;-0.964817;0.00475374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.97
lFoot;Subject_3;Krieger_1;0.922845;0.190586;0.334715;0;0;0;0;0;0;-0.95118;-0.0547631;-0.0526704;-0.0547631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.97
rFoot;Subject_3;Krieger_1;0.66451;0.137914;0.734442;0;0;0;0;0;0;-0.987598;0.06336;0.0360769;0.06336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.97
head;Subject_3;Krieger_1;0.0606884;-0.00322894;0.998152;0;0;0;0;0;0;0.647972;-0.0155761;0.0521789;-0.0155761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.98
hip;Subject_3;Krieger_1;0.150931;0.0415772;0.987669;0;0;0;0;0;0;0.563245;-0.00547019;0.0416507;-0.00547019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.98
lForeArm;Subject_3;Krieger_1;0.532757;-0.271485;0.80154;0;0;0;0;0;0;0.31999;0.252526;-0.852585;0.252526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.98
rForeArm;Subject_3;Krieger_1;-0.182501;-0.325171;0.927878;0;0;0;0;0;0;-0.0531483;0.00440622;-0.964763;0.00440622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.98
lFoot;Subject_3;Krieger_1;0.922887;0.190607;0.334586;0;0;0;0;0;0;-0.951162;-0.0549819;-0.0526642;-0.0549819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.98
rFoot;Subject_3;Krieger_1;0.663285;0.137791;0.735573;0;0;0;0;0;0;-0.987611;0.0631497;0.0365207;0.0631497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.98
head;Subject_3;Krieger_1;0.0608666;-0.00310094;0.998141;0;0;0;0;0;0;0.648082;-0.0151607;0.0519991;-0.0151607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.99
hip;Subject_3;Krieger_1;0.151086;0.0416267;0.987644;0;0;0;0;0;0;0.56282;-0.00539408;0.0413894;-0.00539408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.99
lForeArm;Subject_3;Krieger_1;0.532759;-0.271792;0.801434;0;0;0;0;0;0;0.319948;0.25116;-0.852933;0.25116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.99
rForeArm;Subject_3;Krieger_1;-0.182517;-0.325186;0.927869;0;0;0;0;0;0;-0.0537498;0.00413077;-0.964638;0.00413077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.99
lFoot;Subject_3;Krieger_1;0.92294;0.190545;0.334476;0;0;0;0;0;0;-0.951198;-0.0545108;-0.0526166;-0.0545108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.99
rFoot;Subject_3;Krieger_1;0.663661;0.137681;0.735254;0;0;0;0;0;0;-0.987656;0.0627946;0.0362847;0.0627946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1654.99
