tag;subject;activity;rawPosX;rawPosY;rawPosZ;desPosX;desPosY;desPosZ;finalPosX;finalPosY;finalPosZ;rawRotX;rawRotY;rawRotZ;rawRotW;desRotX;desRotY;desRotZ;desRotW;finalRotX;finalRotY;finalRotZ;finalRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_8;Krieger_1;0.0103766;-0.00193454;0.999944;0;0;0;0;0;0;0.598535;-0.0350261;-0.0291343;-0.0350261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.591
hip;Subject_8;Krieger_1;-0.0296493;0.0159814;0.999433;0;0;0;0;0;0;0.541195;0.0343932;-0.0066243;0.0343932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.591
lForeArm;Subject_8;Krieger_1;0.352781;0.0561791;0.934018;0;0;0;0;0;0;0.346468;0.468613;-0.737249;0.468613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.591
rForeArm;Subject_8;Krieger_1;-0.316272;-0.0355004;0.948004;0;0;0;0;0;0;0.545863;-0.400477;0.641594;-0.400477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.591
lFoot;Subject_8;Krieger_1;0.745131;0.494687;0.447285;0;0;0;0;0;0;-0.979552;-0.0466449;-0.070087;-0.0466449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.591
rFoot;Subject_8;Krieger_1;-0.920187;0.0470558;0.388641;0;0;0;0;0;0;-0.984236;0.0241054;0.0792451;0.0241054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.591
head;Subject_8;Krieger_1;0.0101388;-0.00196759;0.999947;0;0;0;0;0;0;0.598777;-0.0351031;-0.0288853;-0.0351031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.602
hip;Subject_8;Krieger_1;-0.0302474;0.016214;0.999411;0;0;0;0;0;0;0.540914;0.0345107;-0.00660592;0.0345107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.602
lForeArm;Subject_8;Krieger_1;0.351078;0.0566995;0.934628;0;0;0;0;0;0;0.343741;0.471369;-0.737918;0.471369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.602
rForeArm;Subject_8;Krieger_1;-0.316398;-0.0359773;0.947944;0;0;0;0;0;0;0.546712;-0.39974;0.641109;-0.39974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;698.602
